RMS,Kurtosis,Peak_to_Peak,Skewness
0.07728281753869194,0.5320803676153165,0.833,0.04180862212153127
0.0776406155665118,0.4426073435842044,0.7889999999999999,-0.0026573327657117966
0.0768205504579097,0.4364994841523204,0.8029999999999999,-0.0015294283721108762
0.07606189688801565,0.4777304939174578,0.786,0.016752375395166486
0.07604057915175538,0.44834787258164965,0.708,0.03584603944408987
0.07735977517064747,0.41875138519767896,0.745,0.035005813975996905
0.07650372776099296,0.4769475328168964,0.6950000000000001,-0.0057700659354094725
0.07627544849405181,0.3882241127739219,0.718,-0.020386176731469943
0.07797731008871667,0.4258388354572542,0.766,-0.009993564835863509
0.0760653325402126,0.4510354824843734,0.782,-0.021146643064654715
0.07680503453601284,0.4787650887006123,0.726,0.03111158592772023
0.07551238321978224,0.3988176485228587,0.7569999999999999,-0.027525569892567603
0.07894839654107137,0.5280554953187102,0.896,0.0588356844743866
0.07721538210988145,0.48664417558149653,0.766,0.0059390114936807336
0.07775822278664489,0.5109451300118919,0.776,-0.025184880529255587
0.07727334295376381,0.6153417524334679,0.825,-0.02577011933381799
0.07669008183816046,0.40447481856526,0.832,0.02031474604390317
0.07812782526141454,0.5383132429879285,0.788,-0.031987355443481254
0.07781836762515486,0.40063633603883675,0.798,-0.0153607568559583
0.07918462868462461,0.4511974511785568,0.74,-0.02052133852104802
0.07639264641168841,0.34701296061802056,0.708,0.010151264658302336
0.07713871940374692,0.4449068954292845,0.784,-0.030035211787243308
0.07619743481420897,0.33838936198492675,0.752,-0.014487997537016654
0.07634856558440947,0.471866274642915,0.73,0.025412982774711837
0.076352099612482,0.3804368701988299,0.72,-0.009118840782507426
0.0749701125345127,0.3389540315484809,0.6839999999999999,-0.005886324549893112
0.07599478131496513,0.2448600580558944,0.662,-0.028213351893169574
0.07637512818370995,0.6450952074312424,0.884,0.03506123832806877
0.0761586642390206,0.34718931462568214,0.711,-0.03312329835056768
0.07675040716504376,0.41060545081539823,0.757,-0.0007493632818460486
0.07775600390052285,0.501389560583557,0.7929999999999999,-0.040492803135481426
0.07829207447616425,0.5047375786783772,0.752,-0.010467475425557003
0.0777104419815558,0.36613329983410514,0.767,0.03004551690662779
0.0764751437227932,0.41473834399863563,0.71,-0.013217577528063271
0.07780436422076126,0.6018860350522783,0.827,0.012228206180316625
0.07521345503538163,0.30735300691159795,0.6559999999999999,0.005750469151517012
0.0767870829209941,0.4113644823169329,0.698,0.01452040006098834
0.0774211301679611,0.5058489832755129,0.825,0.011220004914964611
0.07658231248752874,0.601911645721124,0.915,-0.046260185546008026
0.07677764732593889,0.286337469690114,0.679,-0.019918737330919735
0.07591135480982077,0.37409420374125135,0.751,-0.04569057789821672
0.07588479877779788,0.5019532699186078,0.7809999999999999,0.04177809325133655
0.0760569816198684,0.3160360239604634,0.725,0.01133031018682872
0.07562556107746408,0.41652537979971616,0.8180000000000001,0.04122558052059768
0.07621096753266964,0.4425496839182257,0.681,0.0020510298028347147
0.07680135350624119,0.3852787297418474,0.735,-0.010242348733109884
0.0751580064113889,0.48882526595253806,0.7450000000000001,0.046316291112176326
0.07893970887150997,0.5307130897269401,0.913,0.016786242239233987
0.07692398274331452,0.4780696518366532,0.757,0.03560311336059607
0.07649164163641917,0.4562774719827165,0.742,-0.007074610604177862
0.07650745183017714,0.2586284013580946,0.662,-0.028726768420342066
0.07739848852135696,0.3760177932894808,0.725,-0.01472489154145906
0.0784800631530072,0.606175922765134,0.877,-0.02623587351885222
0.07904600278724172,0.5923497365473618,0.813,-0.014193744480967857
0.076684854401187,0.3702475357021897,0.7030000000000001,-0.0028266885372593095
0.07731124506358211,0.37395744116269425,0.786,-0.050689587975251166
0.07651273988842887,0.3434768358357778,0.6739999999999999,-0.017637468231269566
0.07853164575357902,0.4249588198977219,0.756,0.021153943714683345
0.07695335881944174,0.5122289163205132,0.7769999999999999,0.03788252517942783
0.07736240147584209,0.5286678715120994,0.81,-0.027621695498960038
0.07617467014102358,0.32582683362478315,0.666,-0.03234342791888584
0.07762221305131911,0.44126352507272637,0.756,-0.05586348469290848
0.0772534147328817,0.4890515783361833,0.786,-0.04890180392985745
0.07768636614216809,0.5383634771644896,0.8300000000000001,-0.05270390514762038
0.07781753999741961,0.4374583395709868,0.7350000000000001,0.007725579903375956
0.07728229123843638,0.2545496476303697,0.703,0.01967488254644136
0.0763878511845552,0.33572204703230213,0.8280000000000001,-0.0031707028126910946
0.07818466596582414,0.38082866873597343,0.874,0.00024169676009106397
0.07616144415760429,0.31977621167714876,0.6779999999999999,-0.0368000398368168
0.07534258573084265,0.29204135505250406,0.7010000000000001,0.005130378432758025
0.07689426810105468,0.409952842998234,0.715,-0.007306449912962268
0.07548419678875672,0.3291819780670737,0.671,-0.0009186237697061454
0.0782630183983989,0.44028093710863203,0.972,0.02139165745265018
0.07547406975298288,0.34354937165353894,0.757,0.010588972843350676
0.07556067544581722,0.44333651841288857,0.771,0.004951973631664998
0.07667824796470965,0.42546022821081264,0.745,0.032217901910062685
0.07675079237935838,0.7087700679881097,0.887,0.02506682816380611
0.07611983831535804,0.3440897950512629,0.722,-0.017620970263250033
0.07516506282789814,0.2676733058607814,0.669,0.01694689373377335
0.07809152470318882,0.35450023164976674,0.656,0.007882804401973942
0.07635685583884233,0.4995074019204506,0.8049999999999999,0.00838587955547477
0.07786806061076165,0.3497910984863597,0.755,-0.007269329310561417
0.07661025105301672,0.41648702528973125,0.745,-0.005783741543545269
0.07899964213229861,0.6277818190324012,0.8180000000000001,0.0020777984196972197
0.07538985427067177,0.508861626232378,0.781,0.029342706125755746
0.07723122433134638,0.4009004303458692,0.7030000000000001,0.00150451226799303
0.07531071120800978,0.29089482110572895,0.7230000000000001,-0.019874712346104745
0.07813312239027137,0.5668804218021823,0.872,0.04621009085890966
0.07744816468381047,0.28804195949951295,0.6890000000000001,0.002021099659492878
0.07761624000742773,0.5166355649554752,0.83,-0.010305602804157784
0.07773736614848181,0.366247283912287,0.752,0.02653280479272117
0.07657840332279559,0.5129650518073614,0.798,-0.01985272337262006
0.07618282421306082,0.38144047227508837,0.793,0.00198576000521005
0.07527411495867953,0.45188254292078067,0.874,-0.009228664068764289
0.07653573894552466,0.3529087347333544,0.754,-0.11390397497710408
0.07660493658109607,0.3466429193016869,0.7030000000000001,-0.0033500123920768583
0.07864126887278634,0.3628756334044838,0.791,0.004951059552813146
0.07702684539892164,0.5429448665930026,0.845,-0.0197152143666342
0.07654619086497708,0.520435514051969,0.833,-0.01990540210789349
0.07741179487861087,0.4322992994351451,0.7030000000000001,0.05066092582556928
0.07589032163569179,0.5102486777027258,0.847,-0.010439795414619011
0.07564360372930583,0.42260100289206237,0.903,-0.04556736879148157
0.07589364120524608,0.38588761509665304,0.74,0.007242182983305129
0.07722140418091265,0.3505116166620086,0.742,-0.017891060069797775
0.07669429791080462,0.39784041741177933,0.733,-0.011487827558551855
0.07669445070884366,0.4546607285739004,0.869,0.019395424131420334
0.0764435019107249,0.46254808105081047,0.735,-0.002605118332193561
0.07806299602024157,0.33152010629713136,0.7150000000000001,-0.007462217603894065
0.07733820308392224,0.42740816100450285,0.73,-0.012024741669816569
0.07694966711774165,0.32048044837568535,0.747,0.022964768539238643
0.07891612654772708,0.5190407977623779,0.8029999999999999,0.02084991788525372
0.07747811939105775,0.40685124474428314,0.728,0.017844561214204534
0.07688436331443231,0.4092359237632901,0.749,0.002145383423074774
0.07743250463104949,0.2124422822387677,0.642,-0.026015432450328984
0.07765237980798625,0.4667667063921028,0.8009999999999999,-0.03146351543492321
0.07845143800466631,0.39070355960598535,0.713,-0.012434626665096338
0.07746541157338786,0.39855013522021654,0.916,-0.0002756903926735933
0.07702369416543603,0.3223340571045563,0.796,-0.0003301607605172104
0.07602763394350028,0.37913805253078037,0.679,-0.013968798599201082
0.07740210771869765,0.3424683294056914,0.728,-0.0049665868715347014
0.07756348867470199,0.473844477878838,0.754,0.013196289393767737
0.0770032787070825,0.44760487711415475,0.743,-0.013108498372425089
0.07633698995347046,0.44755614350928496,0.733,0.015300796418932084
0.07642125683403637,0.5473555521276334,0.845,0.014748709739207888
0.07821621550028805,0.4040752842378912,0.782,-0.00793009746401174
0.0776202063611459,0.3794967259193962,0.73,0.025311206868921493
0.07717074242436783,0.371684553125859,0.84,0.026651959491809228
0.07785537630209377,0.5054906905291201,0.8300000000000001,0.016958557340871292
0.0761451459513548,0.3289843429432038,0.7110000000000001,0.009798347278817426
0.07811579383257748,0.42598282561792455,0.784,0.013797733174119186
0.07646615334526692,0.350925302999598,0.737,0.002853983583525594
0.077847334070442,0.30071702373279274,0.725,0.013827129427781703
0.07809616123978583,0.267226578818212,0.735,-0.04306674004801931
0.07853328688166249,0.3657408298668159,0.659,-0.018486375565137148
0.07740059716440338,0.5067487920331142,0.878,-0.0021356746287857858
0.0770826017349854,0.44487214350261395,0.8300000000000001,-0.014554665625952637
0.0778543530765541,0.3960420248653498,0.749,0.0045988320237287
0.07619507050676735,0.3715853892446086,0.742,-0.010029673369759263
0.07689889872423401,0.30786285138891945,0.796,-0.03422492083072561
0.07566271754418999,0.48857699867051796,0.755,0.017447932993017404
0.07709097519834116,0.4749311688266502,0.779,0.011663270991041787
0.07812214182271728,0.46593600643544475,0.823,0.04079364408317794
0.07616692644182087,0.5532977545704716,0.774,-0.018222652342975657
0.07731350987113281,0.4829366012718257,0.755,0.0018542846980156508
0.07587677323658983,0.28023341130350854,0.767,-0.013676447177645788
0.0762042431228201,0.32408027610398715,0.71,0.0039011596784887816
0.07576237683798354,0.3522032985617014,0.659,-0.015464219670157925
0.07609244608739095,0.40227227602443616,0.76,-0.009484879135570659
0.0786182224572888,0.4401534113896046,0.754,-0.011792879995382421
0.0765472363611597,0.3079332567707227,0.764,0.006006875155266401
0.07655005415423052,0.42795827902219186,0.782,0.01629055924883186
0.07695157390568759,0.4725790630573612,0.7809999999999999,-0.00860907305484339
0.07666247331291318,0.42964008909628637,0.762,0.043099756914338955
0.07718117604407745,0.3577066220930418,0.771,-0.013052089825355176
0.0754853262075236,0.38070849140000407,0.757,0.01246104078817899
0.07848934759282226,0.41661626634022353,0.708,0.015720018959385313
0.07744872989093333,0.4385933683574863,0.8109999999999999,0.015315474158566348
0.0774396340631083,0.4185519668093822,0.81,0.002453665438982266
0.0772467994002219,0.31114394478169727,0.7829999999999999,-0.0027748141664811197
0.07564605885770338,0.3058228117451236,0.732,-0.007119179833853652
0.07614973556462622,0.4672629564264841,0.737,0.025000318956902506
0.07858716579030653,0.3619030465849482,0.872,0.02207545967301542
0.07790162973915003,0.3909314935435906,0.703,-0.0077697501478483375
0.0777059461206155,0.41823592485648264,0.784,-0.0024400629354922876
0.07785898335492507,0.3000282780425323,0.7789999999999999,0.03777345668614227
0.07571334102894697,0.31794055471416094,0.7030000000000001,0.0325764616135407
0.07639177457459835,0.48723480419205245,0.8180000000000001,-0.009019540013038086
0.07736211145685269,0.4055965335607965,0.838,-0.0394160490904745
0.07842339670271,0.493912732663524,0.73,-0.02345299594850877
0.07628107301034363,0.42549906604279686,0.8180000000000001,0.02287660886604871
0.0782240275511823,0.42567557061100914,0.696,-0.015015400838779735
0.07825938535718496,0.5414801897390773,0.874,0.005062251087406106
0.07883279811470445,0.4927782633537525,0.833,0.04105655104270444
0.07697529154093864,0.5022014682620912,0.817,-0.025166590931953142
0.07868750124106433,0.4959098392198915,0.808,0.04582774755109827
0.07629050409864258,0.39191650083163854,0.794,0.04442569596410943
0.07758280543534599,0.3520044181428412,0.679,0.02524782877830629
0.07689642263755268,0.29833152735688184,0.717,-0.009944471701020625
0.07679911555734627,0.3965346865048698,0.6759999999999999,0.015215100255602467
0.07762733365050933,0.4399671452945828,0.8160000000000001,-0.06275241951416846
0.07806387515051777,0.406258901430252,0.681,0.03858533742819847
0.0761460433763633,0.38873752587530497,0.7030000000000001,-0.037742693098614964
0.07774952930173035,0.5671314978699091,0.781,0.05202912482630358
0.07605541128636083,0.41823121167138266,0.727,0.05919241152540485
0.07691889784508826,0.35005466615288583,0.7,0.0402241467724711
0.07625929630830264,0.38256504562771987,0.749,0.029508617975252234
0.07750343899879944,0.578670837534851,0.755,0.04665711069201259
0.0768942052356881,0.5475039274616553,0.7689999999999999,0.012777430315695679
0.07765448690151458,0.3315538932596085,0.7230000000000001,0.003910655191389058
0.07698864186724233,0.428631972236301,0.835,-0.00825616079889186
0.07813684441464298,0.557651008707555,0.827,0.0176260602416725
0.07653528310881769,0.44672180370138115,0.7689999999999999,-0.002410069351971456
0.07844825685702805,0.47534379278141836,0.754,0.009962489628093344
0.07781413088150346,0.5195889213990075,0.8160000000000001,0.02837690597105431
0.07730263111527155,0.39729405406836893,0.6990000000000001,0.00040349085329967105
0.0781221315098393,0.448544892194195,0.765,0.027246947454812452
0.07923294929450911,0.3593675923879638,0.776,0.001791246151108776
0.07538111630449963,0.5006118788530403,0.825,-0.038035441755652745
0.07695273730866807,0.3562925283869931,0.708,0.010655695531161231
0.07620697076106703,0.5244036278971915,0.823,-0.0167456232548488
0.07855317354645036,0.3622455748857756,0.705,-0.006613856971297178
0.07703774503551003,0.39851325898906564,0.749,-0.013293717393153826
0.07783553311209315,0.43239635511114916,0.742,-0.021220541834963674
0.07702249886903988,0.41239993751139226,0.749,0.022713991405724825
0.07605641216906862,0.42128671372937987,0.747,-0.004630554472830883
0.07764319967053215,0.4181590954797674,0.7030000000000001,0.02972874917088979
0.07824552016429598,0.4630209848042752,0.794,-0.0346342480990519
0.07848323274601796,0.3667609337088593,0.7909999999999999,-0.03527857221195754
0.07779132524390572,0.2957221609552825,0.732,0.00163346372221155
0.07653336531121165,0.35564254825843733,0.7030000000000001,-0.005942218155896751
0.07771954820910969,0.43835261370562284,0.7929999999999999,-0.05420667049130534
0.07693467481866109,0.4166321940123363,0.696,0.025372566404815812
0.07840756556538804,0.443621898088431,0.808,-0.05459962109162799
0.0763741992465183,0.3840021456979055,0.715,-0.010752193919650984
0.07685433411249491,0.3605663482440611,0.767,-0.040249240976816994
0.07689268883127397,0.47980337816946195,0.737,-0.011282406138226451
0.07817967180785793,0.42258325685676645,0.759,0.014269454130767075
0.07825966082036613,0.47225568701345244,0.7709999999999999,-0.01626045005697222
0.07600318789572251,0.30475354778604347,0.774,-0.02494588910426756
0.0775694166814272,0.2725731746828779,0.735,0.015395827081510391
0.07732922906617362,0.22616477684590564,0.761,-0.02362461347257707
0.07651370160437361,0.4728411175208369,0.777,0.004941839493273711
0.07876241407609184,0.6556848824867467,0.888,-0.00041179832200507853
0.07563445673052643,0.29439372302715405,0.742,-0.014846201540392793
0.07764984159926294,0.3092722728339976,0.701,0.0520933438177963
0.07831222347566902,0.4210988725131979,0.796,0.05771822561659224
0.077487861007487,0.4265121310360871,0.783,-0.015181432189004569
0.0766385636190668,0.41465661243846297,0.755,0.044393108956868516
0.07512177873709461,0.4326371907616968,0.74,0.005397502409899671
0.0750074140215694,0.2644521654985552,0.703,0.005284577494240362
0.07638231571703541,0.33318272408352234,0.713,0.003465638665205305
0.07788027921511965,0.3788137535238545,0.718,-0.052994518229614804
0.07527439096762507,0.43853677755408293,0.794,0.014948305666290927
0.07918299858950152,0.4136538434102208,0.752,0.011272901163539314
0.07800711324486297,0.34852641268221785,0.74,0.021014600398873703
0.07825582203031686,0.32160545653772665,0.73,0.0019219400772929646
0.07756201211067341,0.5706159606318351,0.796,0.038886301872773914
0.07689549618790671,0.3636471857457333,0.73,0.05537355860576268
0.07675198204637373,0.37779015153257856,0.786,0.014012710346806475
0.07706073123730481,0.33803601133242855,0.73,0.03783070090843492
0.07648439894024141,0.40407474736139726,0.723,0.00955728905926433
0.07804829515724943,0.49591571391995304,0.8400000000000001,0.03955533763416515
0.07650581224090511,0.3218054539963755,0.6890000000000001,0.003097927274725371
0.07870505320746964,0.5523063007815678,0.883,-0.0409485597117788
0.07722064160724369,0.42288921754612163,0.764,-0.019127059538294567
0.07668115900587559,0.30652271376736273,0.788,0.03025593283190636
0.07560518496862914,0.39017824369980847,0.742,0.0035131378131674895
0.07643147398057787,0.27445500289814184,0.718,-0.012522878597145745
0.07738588467210526,0.46908733430616234,0.708,0.02010348035238477
0.07673222832214147,0.4154477471463238,0.891,-0.017337993467299084
0.07787403565815439,0.5214116613467272,0.81,-0.02311777901713556
0.07610197914948566,0.46847167357856767,0.8300000000000001,-0.011006881301937724
0.07844877284532563,0.3928594856234131,0.76,-0.018448533689193854
0.07838618964181446,0.4706751907640392,0.732,0.011831525603846147
0.07640125207324402,0.41596462664847067,0.75,0.041869183110367594
0.07758806582835001,0.4165024052773898,0.7250000000000001,-0.013633759737289187
0.07630787730419367,0.26009387823043717,0.749,0.02741842063601426
0.07535862403731158,0.461004717182401,0.744,0.031649876047116915
0.0768473247948489,0.2968608432901694,0.6930000000000001,-0.011202971667369364
0.07787287473273749,0.40098788360551607,0.715,0.022005796667369206
0.07755523957507239,0.41221604309544224,0.862,0.03133272182488663
0.07666440030051432,0.4053685304682375,0.75,0.03418440499982531
0.07756505271282776,0.5946000815673784,0.857,-0.02140196909108138
0.07749496549927856,0.39148549933879906,0.7230000000000001,-0.03937910461604152
0.07696251021449095,0.47239542892720543,0.7909999999999999,0.043475602933619045
0.0782745225402637,0.3737900249947894,0.717,0.02183407649625663
0.07576478107129493,0.3940672866863215,0.745,-0.011643995203202664
0.0749523728985614,0.30394131825262827,0.6910000000000001,0.023162456544499024
0.07601210519857182,0.5930690073729359,0.862,-0.03758219168223771
0.07784616647443614,0.46956469977809734,0.837,0.013647935106100947
0.07777190268764324,0.32028142436527496,0.718,0.0022229575810482397
0.0760942646286499,0.42362975301196704,0.774,0.043608516413362185
0.07791981712241516,0.36999282250148813,0.728,0.013747498711371892
0.07685402406917285,0.3822519713278649,0.788,0.03334502806387615
0.07674329768933816,0.3650705670501462,0.698,-0.003861286181696056
0.07582986649298382,0.33279619596077303,0.716,0.044226809904223195
0.0784444861181699,0.5651712684885806,0.869,0.011572481023472584
0.07731954482353573,0.2590036209997506,0.725,-0.08451984424721237
0.07740247581129915,0.31713171975056564,0.698,0.0030508917239444227
0.07701573119540255,0.31166883602236073,0.742,0.00796420866523638
0.07521198946560981,0.3653013909347531,0.662,0.009388906478128399
0.07688848490722212,0.40517480446467946,0.764,-0.020000153922710602
0.07637173140254105,0.4453044692051793,0.764,0.04534085843771072
0.07586469664650104,0.36541844529847767,0.747,-0.004655039508147572
0.075098837218445,0.3684184111887925,0.76,-0.009819721514941095
0.07799511327841316,0.42357757109659344,0.847,0.010982720330813198
0.07796534561705926,0.26829688207356517,0.698,0.018032452302519375
0.07798807594904733,0.4846290596340994,0.791,0.016962496717822594
0.07783362414069513,0.3374845334579226,0.708,0.02624174097487777
0.0789731544947989,0.3615133407497475,0.7569999999999999,0.006784468916780912
0.07863142766105437,0.430301233444466,0.8029999999999999,0.015227313319376897
0.0772709316302062,0.4387061364014597,0.789,0.02583206899069069
0.076864965363881,0.30815215913801364,0.759,0.038875451663398154
0.07859432684927471,0.5279449002761032,0.813,0.0031700353118252747
0.07406587578013323,0.16119785789433516,0.615,0.017357675119120376
0.07718297304538742,0.3364099110138765,0.698,0.020257670254717565
0.0776099066319621,0.5834978516835538,0.84,0.06051148254275834
0.07535483865674701,0.3877309336528514,0.766,0.015525077060451361
0.07658680736589037,0.32989257036300224,0.738,0.023731301951964295
0.0740066815633266,0.3469538374369976,0.659,-0.00656324396674245
0.07723644861165371,0.41250005242830223,0.72,0.016688286952812062
0.07638222845805659,0.22307521623433146,0.6910000000000001,-0.021016386390591016
0.07657197230945129,0.36849365945530943,0.7030000000000001,-0.00949771038493592
0.07622631580171722,0.3143904734025833,0.664,-0.001224041636219914
0.07611128423493212,0.23899430604498706,0.6859999999999999,-0.018633621958735254
0.07623503727422926,0.480661371395231,0.81,0.012246566927049462
0.07708552506033882,0.4060792639331723,0.75,-0.030027477615244894
0.07748513088207633,0.6675135563822132,0.96,-0.015879912781011963
0.07610651811513502,0.3026273687092105,0.73,-0.00838033651697238
0.07635003555786664,0.44353551562110516,0.723,0.014640448213515999
0.07706156097359759,0.36990778111782463,0.694,0.04958139209819289
0.07699595762268546,0.39231652521915805,0.6990000000000001,-0.016630864478904002
0.07728027098298197,0.48104909987493993,0.732,0.015746569386472453
0.07780435763121658,0.3739598147455996,0.786,-0.00016759627035972495
0.0768502967803923,0.401726801446876,0.748,0.020132814304639892
0.07659630599315398,0.34295500664521006,0.781,-0.015493502511265553
0.07640399408735123,0.4212597497903068,0.8009999999999999,-0.00766916812421623
0.07807795239624708,0.3527318731298714,0.825,-0.01509119611073337
0.07713057459340865,0.4004533999407194,0.8029999999999999,-0.03898240830434082
0.07667752265474381,0.37072650726192213,0.708,-0.026173906225722396
0.07616845537195828,0.33831688073641164,0.747,-0.0011231056263799246
0.07769009071504872,0.44486369432946793,0.767,0.08525456997179706
0.07704597666024651,0.42490880256085983,0.7809999999999999,-0.0023400814893136065
0.07618983570301963,0.2052565972925291,0.647,0.013173261137870783
